5.394451680826215778e+01,5.089905111439398411e+01,4.910268571619067046e+01,4.781755374652468760e+01,4.681241237375587616e+01,4.598425706672868785e+01,4.527813962955849547e+01,4.466125870418199639e+01,4.411245475451575260e+01,4.361727836017593063e+01,4.316542161842228609e+01,4.274927193099776446e+01,4.236304666027326249e+01,4.200224938772400662e+01,4.166331421766525267e+01,4.134336510948679688e+01
5.089905111439398411e+01,4.781755374652468760e+01,4.598425706672868785e+01,4.466125870418199639e+01,4.361727836017593063e+01,4.274927193099776446e+01,4.200224938772400662e+01,4.134336510948679688e+01,4.075141268245884874e+01,4.021189299069938272e+01,3.971444539546946828e+01,3.925140127735017614e+01,3.881691842290712913e+01,3.840643698588007027e+01,3.801632346233166970e+01,3.764362965898010316e+01
4.910268571619067046e+01,4.598425706672868785e+01,4.411245475451575260e+01,4.274927193099776446e+01,4.166331421766525267e+01,4.075141268245884874e+01,3.995844040228842431e+01,3.925140127735017614e+01,3.860892307197488549e+01,3.801632346233166260e+01,3.746303883131648860e+01,3.694117501541606430e+01,3.644463839881049694e+01,3.596858797642154570e+01,3.550907468880581064e+01,3.506279483460875923e+01
4.781755374652468760e+01,4.466125870418199639e+01,4.274927193099776446e+01,4.134336510948679688e+01,4.021189299069938272e+01,3.925140127735017614e+01,3.840643698588007027e+01,3.764362965898010316e+01,3.694117501541606430e+01,3.628388930050311956e+01,3.566062338056443082e+01,3.506279483460875923e+01,3.448349512149638230e+01,3.391691059395036234e+01,3.335792101923193087e+01,3.280179856690860873e+01
4.681241237375587616e+01,4.361727836017593063e+01,4.166331421766525267e+01,4.021189299069938272e+01,3.903089986991943761e+01,3.801632346233166970e+01,3.711204460753030077e+01,3.628388930050311956e+01,3.550907468880581064e+01,3.477121254719662602e+01,3.405765346183994069e+01,3.335792101923193087e+01,3.266267889404769420e+01,3.196294645143968438e+01,3.124938736608299905e+01,3.051152522447381443e+01
4.598425706672868785e+01,4.274927193099776446e+01,4.075141268245884874e+01,3.925140127735017614e+01,3.801632346233166260e+01,3.694117501541606430e+01,3.596858797642154570e+01,3.506279483460875923e+01,3.419894584560088191e+01,3.335792101923193087e+01,3.252338071764256711e+01,3.167973368833501979e+01,3.081033250909218424e+01,2.989534566321835030e+01,2.890855530574932075e+01,2.781156760523369087e+01
4.527813962955849547e+01,4.200224938772400662e+01,3.995844040228842431e+01,3.840643698588007027e+01,3.711204460753030077e+01,3.596858797642154570e+01,3.491647507916258775e+01,3.391691059395036234e+01,3.294081135708653107e+01,3.196294645143968438e+01,3.095780507867086584e+01,2.989534566321835030e+01,2.873467520385142748e+01,2.741167684130473958e+01,2.580870692258024590e+01,2.365755325300636613e+01
4.466125870418199639e+01,4.134336510948679688e+01,3.925140127735017614e+01,3.764362965898010316e+01,3.628388930050311956e+01,3.506279483460875923e+01,3.391691059395036234e+01,3.280179856690860873e+01,3.167973368833501979e+01,3.051152522447381443e+01,2.924749047580807471e+01,2.781156760523369087e+01,2.606215951099120076e+01,2.365755325300636613e+01,1.920818753952375957e+01,1.670941280735775436e+01
4.411245475451575260e+01,4.075141268245884874e+01,3.860892307197488549e+01,3.694117501541606430e+01,3.550907468880581064e+01,3.419894584560088191e+01,3.294081135708653107e+01,3.167973368833501979e+01,3.035997653271518715e+01,2.890855530574932075e+01,2.720368149037249239e+01,2.498055161555305403e+01,2.135934120909762868e+01,1.200659450546418938e+01,2.170696227168975412e+01,2.421421104521560252e+01
4.361727836017593063e+01,4.021189299069938272e+01,3.801632346233166970e+01,3.628388930050311956e+01,3.477121254719662602e+01,3.335792101923193087e+01,3.196294645143968438e+01,3.051152522447381443e+01,2.890855530574932075e+01,2.698970004336018746e+01,2.435728569561437240e+01,1.920818753952375957e+01,1.886056647693163058e+01,2.330993219041424425e+01,2.522878745280337398e+01,2.640978057358331910e+01
