2.480000000000000000e+05,1.230000000000000000e+05,8.133333333333332848e+04,6.050000000000000000e+04,4.800000000000000000e+04,3.966666666666666424e+04,3.371428571428571740e+04,2.925000000000000000e+04,2.577777777777777737e+04,2.300000000000000000e+04,2.072727272727272793e+04,1.883333333333333212e+04,1.723076923076923049e+04,1.585714285714285870e+04,1.466666666666666788e+04,1.362500000000000000e+04
1.230000000000000000e+05,6.050000000000000000e+04,3.966666666666666424e+04,2.925000000000000000e+04,2.300000000000000000e+04,1.883333333333333212e+04,1.585714285714285870e+04,1.362500000000000000e+04,1.188888888888888869e+04,1.050000000000000000e+04,9.363636363636363967e+03,8.416666666666666060e+03,7.615384615384615245e+03,6.928571428571429351e+03,6.333333333333333940e+03,5.812500000000000000e+03
8.133333333333332848e+04,3.966666666666666424e+04,2.577777777777777737e+04,1.883333333333333212e+04,1.466666666666666424e+04,1.188888888888888869e+04,9.904761904761904589e+03,8.416666666666666060e+03,7.259259259259259125e+03,6.333333333333332121e+03,5.575757575757575069e+03,4.944444444444444343e+03,4.410256410256410163e+03,3.952380952380952294e+03,3.555555555555555657e+03,3.208333333333333030e+03
6.050000000000000000e+04,2.925000000000000000e+04,1.883333333333333212e+04,1.362500000000000000e+04,1.050000000000000000e+04,8.416666666666666060e+03,6.928571428571429351e+03,5.812500000000000000e+03,4.944444444444444343e+03,4.250000000000000000e+03,3.681818181818181984e+03,3.208333333333333030e+03,2.807692307692307622e+03,2.464285714285714675e+03,2.166666666666666970e+03,1.906250000000000000e+03
4.800000000000000000e+04,2.300000000000000000e+04,1.466666666666666788e+04,1.050000000000000000e+04,8.000000000000000000e+03,6.333333333333333940e+03,5.142857142857143117e+03,4.250000000000000000e+03,3.555555555555555657e+03,3.000000000000000000e+03,2.545454545454545041e+03,2.166666666666666970e+03,1.846153846153846189e+03,1.571428571428571558e+03,1.333333333333333485e+03,1.125000000000000000e+03
3.966666666666666424e+04,1.883333333333333212e+04,1.188888888888888869e+04,8.416666666666666060e+03,6.333333333333332121e+03,4.944444444444444343e+03,3.952380952380952294e+03,3.208333333333333030e+03,2.629629629629629562e+03,2.166666666666666060e+03,1.787878787878787534e+03,1.472222222222222172e+03,1.205128205128205082e+03,9.761904761904761472e+02,7.777777777777778283e+02,6.041666666666665151e+02
3.371428571428571740e+04,1.585714285714285870e+04,9.904761904761906408e+03,6.928571428571429351e+03,5.142857142857143117e+03,3.952380952380953204e+03,3.102040816326531058e+03,2.464285714285714675e+03,1.968253968253968651e+03,1.571428571428571558e+03,1.246753246753246913e+03,9.761904761904766019e+02,7.472527472527476675e+02,5.510204081632655289e+02,3.809523809523811906e+02,2.321428571428573377e+02
2.925000000000000000e+04,1.362500000000000000e+04,8.416666666666666060e+03,5.812500000000000000e+03,4.250000000000000000e+03,3.208333333333333030e+03,2.464285714285714675e+03,1.906250000000000000e+03,1.472222222222222172e+03,1.125000000000000000e+03,8.409090909090909918e+02,6.041666666666665151e+02,4.038461538461538112e+02,2.321428571428573377e+02,8.333333333333348492e+01,4.687500000000000000e+01
2.577777777777777737e+04,1.188888888888888869e+04,7.259259259259259125e+03,4.944444444444444343e+03,3.555555555555555657e+03,2.629629629629629562e+03,1.968253968253968196e+03,1.472222222222222172e+03,1.086419753086419860e+03,7.777777777777778283e+02,5.252525252525251744e+02,3.148148148148147811e+02,1.367521367521367210e+02,1.587301587301590189e+01,1.481481481481482660e+02,2.638888888888889142e+02
2.300000000000000000e+04,1.050000000000000000e+04,6.333333333333333940e+03,4.250000000000000000e+03,3.000000000000000000e+03,2.166666666666666970e+03,1.571428571428571558e+03,1.125000000000000000e+03,7.777777777777778283e+02,5.000000000000000000e+02,2.727272727272725206e+02,8.333333333333348492e+01,7.692307692307690559e+01,2.142857142857142208e+02,3.333333333333332575e+02,4.375000000000000000e+02
