1.249980000000000000e+05,6.249800000000000000e+04,3.124800000000000000e+04,1.562300000000000000e+04,7.810500000000000000e+03,3.904250000000000000e+03,1.951125000000000000e+03,9.745625000000000000e+02,4.862812500000000000e+02,2.421406250000000000e+02,1.200703125000000000e+02,5.903515625000000000e+01,2.851757812500000000e+01,1.325878906250000000e+01,5.629394531250000000e+00,1.814697265625000000e+00
6.249800000000000000e+04,3.124800000000000000e+04,1.562300000000000000e+04,7.810500000000000000e+03,3.904250000000000000e+03,1.951125000000000000e+03,9.745625000000000000e+02,4.862812500000000000e+02,2.421406250000000000e+02,1.200703125000000000e+02,5.903515625000000000e+01,2.851757812500000000e+01,1.325878906250000000e+01,5.629394531250000000e+00,1.814697265625000000e+00,9.265136718750000000e-02
4.166466666666666424e+04,2.083133333333333212e+04,1.041466666666666606e+04,5.206333333333333030e+03,2.602166666666666515e+03,1.300083333333333258e+03,6.490416666666666288e+02,3.235208333333333144e+02,1.607604166666666572e+02,7.938020833333332860e+01,3.869010416666666430e+01,1.834505208333333215e+01,8.172526041666666075e+00,3.086263020833333037e+00,5.431315104166665186e-01,7.284342447916667407e-01
3.124800000000000000e+04,1.562300000000000000e+04,7.810500000000000000e+03,3.904250000000000000e+03,1.951125000000000000e+03,9.745625000000000000e+02,4.862812500000000000e+02,2.421406250000000000e+02,1.200703125000000000e+02,5.903515625000000000e+01,2.851757812500000000e+01,1.325878906250000000e+01,5.629394531250000000e+00,1.814697265625000000e+00,9.265136718750000000e-02,1.046325683593750000e+00
2.499800000000000000e+04,1.249800000000000000e+04,6.248000000000000000e+03,3.123000000000000000e+03,1.560500000000000000e+03,7.792500000000000000e+02,3.886250000000000000e+02,1.933125000000000000e+02,9.565625000000000000e+01,4.682812500000000000e+01,2.241406250000000000e+01,1.020703125000000000e+01,4.103515625000000000e+00,1.051757812500000000e+00,4.741210937500000000e-01,1.237060546875000000e+00
2.083133333333333212e+04,1.041466666666666606e+04,5.206333333333333030e+03,2.602166666666666515e+03,1.300083333333333258e+03,6.490416666666666288e+02,3.235208333333333144e+02,1.607604166666666572e+02,7.938020833333332860e+01,3.869010416666666430e+01,1.834505208333333215e+01,8.172526041666666075e+00,3.086263020833333037e+00,5.431315104166665186e-01,7.284342447916667407e-01,1.364217122395833481e+00
1.785514285714285870e+04,8.926571428571429351e+03,4.462285714285714675e+03,2.230142857142857338e+03,1.114071428571428669e+03,5.560357142857143344e+02,2.770178571428571672e+02,1.375089285714285836e+02,6.775446428571429180e+01,3.287723214285714590e+01,1.543861607142857295e+01,6.719308035714286476e+00,2.359654017857143238e+00,1.798270089285716189e-01,9.100864955357141906e-01,1.455043247767857206e+00
1.562300000000000000e+04,7.810500000000000000e+03,3.904250000000000000e+03,1.951125000000000000e+03,9.745625000000000000e+02,4.862812500000000000e+02,2.421406250000000000e+02,1.200703125000000000e+02,5.903515625000000000e+01,2.851757812500000000e+01,1.325878906250000000e+01,5.629394531250000000e+00,1.814697265625000000e+00,9.265136718750000000e-02,1.046325683593750000e+00,1.523162841796875000e+00
1.388688888888888869e+04,6.942444444444444343e+03,3.470222222222222172e+03,1.734111111111111086e+03,8.660555555555555429e+02,4.320277777777777715e+02,2.150138888888888857e+02,1.065069444444444429e+02,5.225347222222222143e+01,2.512673611111111072e+01,1.156336805555555536e+01,4.781684027777777679e+00,1.390842013888888840e+00,3.045789930555555802e-01,1.152289496527777679e+00,1.576144748263888840e+00
1.249800000000000000e+04,6.248000000000000000e+03,3.123000000000000000e+03,1.560500000000000000e+03,7.792500000000000000e+02,3.886250000000000000e+02,1.933125000000000000e+02,9.565625000000000000e+01,4.682812500000000000e+01,2.241406250000000000e+01,1.020703125000000000e+01,4.103515625000000000e+00,1.051757812500000000e+00,4.741210937500000000e-01,1.237060546875000000e+00,1.618530273437500000e+00
1.136163636363636397e+04,5.679818181818181984e+03,2.838909090909090992e+03,1.418454545454545496e+03,7.082272727272727479e+02,3.531136363636363740e+02,1.755568181818181870e+02,8.677840909090909349e+01,4.238920454545454675e+01,2.019460227272727337e+01,9.097301136363636687e+00,3.548650568181818343e+00,7.743252840909091717e-01,6.128373579545454142e-01,1.306418678977272707e+00,1.653209339488636243e+00
1.041466666666666606e+04,5.206333333333333030e+03,2.602166666666666515e+03,1.300083333333333258e+03,6.490416666666666288e+02,3.235208333333333144e+02,1.607604166666666572e+02,7.938020833333332860e+01,3.869010416666666430e+01,1.834505208333333215e+01,8.172526041666666075e+00,3.086263020833333037e+00,5.431315104166665186e-01,7.284342447916667407e-01,1.364217122395833481e+00,1.682108561197916741e+00
9.613384615384615245e+03,4.805692307692307622e+03,2.401846153846153811e+03,1.199923076923076906e+03,5.989615384615384528e+02,2.984807692307692264e+02,1.482403846153846132e+02,7.312019230769230660e+01,3.556009615384615330e+01,1.678004807692307665e+01,7.390024038461538325e+00,2.695012019230769162e+00,3.475060096153845812e-01,8.262469951923077094e-01,1.413123497596153744e+00,1.706561748798076872e+00
8.926571428571429351e+03,4.462285714285714675e+03,2.230142857142857338e+03,1.114071428571428669e+03,5.560357142857143344e+02,2.770178571428571672e+02,1.375089285714285836e+02,6.775446428571429180e+01,3.287723214285714590e+01,1.543861607142857295e+01,6.719308035714286476e+00,2.359654017857143238e+00,1.798270089285716189e-01,9.100864955357141906e-01,1.455043247767857206e+00,1.727521623883928603e+00
